page_id	name	urlslug	ID	ALIGN	EYE	HAIR	SEX	GSM	ALIVE	APPEARANCES	FIRST APPEARANCE	Year	lon	lat
471179	Khan (WWII) (Earth-616)	\/Khan_(WWII)_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Mar-42	1942	-80.8402393566199	63.499969437982486
472554	Killer Brogan (Earth-616)	\/Killer_Brogan_(Earth-616)	Public Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	May-42	1942	-116.28553217413629	2.1657134225662134
478653	Killer Kole (Earth-616)	\/Killer_Kole_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	Aug-42	1942	-76.66401622474295	75.9465388207492
469448	Komba (Earth-616)	\/Komba_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	1	Mar-42	1942	5.335216975955234	-32.774968344676765
482716	Krauss and Polly (Earth-616)	\/Krauss_and_Polly_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Oct-42	1942	-136.99201092524513	-26.226009234301372
466586	Kurt Hausner (Earth-616)	\/Kurt_Hausner_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Jan-42	1942	-109.51011995591836	83.8346069677539
481464	Kurt Weidner (Earth-616)	\/Kurt_Weidner_(Earth-616)	Public Identity	Bad Characters		Blond Hair	Male Characters		Living Characters	1	Sep-42	1942	-61.89581745012464	-62.140419884402384
483352	Lana Love (Earth-616)	\/Lana_Love_(Earth-616)	Public Identity	Good Characters		Blond Hair	Female Characters		Living Characters	1	Nov-42	1942	-8.004877992901271	-34.596092312055326
474497	Le Barbe (Earth-616)	\/Le_Barbe_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Deceased Characters	1	May-42	1942	61.12083288208308	6.054092692758445
478875	Le Bull (Earth-616)	\/Le_Bull_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Deceased Characters	1	Aug-42	1942	-26.11454070365491	6.932373285163848
470031	Leet Brannis (Earth-616)	\/Leet_Brannis_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Mar-42	1942	-117.1611	32.7157
469044	Legs Cochone (Earth-616)	\/Legs_Cochone_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Deceased Characters	1	Mar-42	1942	127.78285432864828	25.7189688044772
468611	Lew Grey (Earth-616)	\/Lew_Grey_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Feb-42	1942	-151.60637985058762	-9.001620720519242
472558	Lewis Murdock (Earth-616)	\/Lewis_Murdock_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	May-42	1942	-117.1611	32.7157
466583	Lionel van Devanter (Earth-616)	\/Lionel_van_Devanter_(Earth-616)	Public Identity	Bad Characters		Grey Hair	Male Characters		Living Characters	1	Jan-42	1942	137.09743947885642	43.557490280301465
238406	Lon Crag (Earth-616)	\/Lon_Crag_(Earth-616)	Secret Identity	Good Characters			Male Characters		Living Characters	1	Jun-42	1942	155.7324387343955	-3.024540167345833
481350	Lon Draga (Earth-616)	\/Lon_Draga_(Earth-616)	Public Identity	Bad Characters		White Hair	Male Characters		Deceased Characters	1	Aug-42	1942	102.65736714397366	-85.5831334756948
472536	Longnails Legarya (Earth-616)	\/Longnails_Legarya_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	May-42	1942	-117.1611	32.7157
482694	Mabu (Earth-616)	\/Mabu_(Earth-616)	Public Identity	Good Characters		Black Hair	Male Characters		Living Characters	1	Oct-42	1942	103.26779256778565	7.257540215957405
478595	Mad Scientist (Nazi) (Earth-616)	\/Mad_Scientist_(Nazi)_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Deceased Characters	1	Jul-42	1942	17.125727033954348	-78.02187255113051
474730	Marshal Doering (Earth-616)	\/Marshal_Doering_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Jun-42	1942	99.1329327166016	-9.973993823640754
483356	Marvello (Earth-616)	\/Marvello_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Nov-42	1942	-53.7965573121873	46.543836806094504
480255	Matilda (Nowhere) (Earth-616)	\/Matilda_(Nowhere)_(Earth-616)	Secret Identity	Bad Characters		Grey Hair	Female Characters		Living Characters	1	Aug-42	1942	24.590243440615183	68.16732421998535
483444	Maxim Dreer (Earth-616)	\/Maxim_Dreer_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Dec-42	1942	110.13269280113047	-66.55898324934613
478700	Medusa (Sub-Earth Men) (Earth-616)	\/Medusa_(Sub-Earth_Men)_(Earth-616)	Secret Identity	Good Characters		Black Hair	Female Characters		Living Characters	1	Aug-42	1942	-117.1611	32.7157
477543	Menalaos (Earth-616)	\/Menalaos_(Earth-616)	Public Identity	Good Characters		Black Hair	Male Characters		Living Characters	1	Jun-42	1942	60.334746408390544	76.23429949957216
468461	Mike Dolan (Earth-616)	\/Mike_Dolan_(Earth-616)	Public Identity	Bad Characters		White Hair	Male Characters		Living Characters	1	Jan-42	1942	-166.89612032673006	-22.273700408857465
483454	Mister Crown (Earth-616)	\/Mister_Crown_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Dec-42	1942	67.76183651658982	-2.9607882369983827
477546	Mister McClure	\/Mister_McClure	Secret Identity	Bad Characters		Black Hair			Living Characters	1	Jun-42	1942	-59.31639411808027	88.5078564981498
470223	Mister Phillips (Earth-616)	\/Mister_Phillips_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	1	Apr-42	1942	111.0181305233055	-59.34962319266097
471056	Mister Powers (Earth-616)	\/Mister_Powers_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Apr-42	1942	155.48170767432572	22.055180520033147
483412	Mister Schores (Earth-616)	\/Mister_Schores_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Living Characters	1	Dec-42	1942	177.98668982435817	-70.42960448556286
482113	Mister Smythe (Earth-616)	\/Mister_Smythe_(Earth-616)	Secret Identity	Bad Characters		White Hair	Male Characters		Living Characters	1	Sep-42	1942	-56.08400952814027	-34.471222420509754
484100	Mister Thos (Earth-616)	\/Mister_Thos_(Earth-616)	Public Identity	Bad Characters		Bald	Male Characters		Living Characters	1	Dec-42	1942	-157.43554585791458	-65.50083933799064
481462	Mock Mikado (Earth-616)	\/Mock_Mikado_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Sep-42	1942	83.81346973706826	-10.42229899087853
469881	Moppino (Earth-616)	\/Moppino_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Mar-42	1942	79.18908075116315	77.21291350408657
466581	Murdock (WWII) (Earth-616)	\/Murdock_(WWII)_(Earth-616)	Secret Identity	Bad Characters		White Hair	Male Characters		Living Characters	1	Jan-42	1942	69.42714385785018	-77.54008191886413
470029	Mysto the Magician (Earth-616)	\/Mysto_the_Magician_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Mar-42	1942	-128.304154705094	1.3169604447844705
468615	Nails Riggly (Earth-616)	\/Nails_Riggly_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	1	Feb-42	1942	-42.14940804818656	78.90207822287371
482015	Napoleon Sack (Earth-616)	\/Napoleon_Sack_(Earth-616)	Public Identity	Good Characters		Black Hair	Male Characters		Living Characters	1	Sep-42	1942	-178.50792206312522	-62.29504877641512
476719	Ogre of Mills Forest (Earth-616)	\/Ogre_of_Mills_Forest_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Jun-42	1942	-117.1611	32.7157
468353	Oldow (Earth-616)	\/Oldow_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Jan-42	1942	163.86364600556647	-83.11327591620226
468350	Orrible Oress (Earth-616)	\/Orrible_Oress_(Earth-616)	Public Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	Jan-42	1942	89.72290418012733	38.48338047922337
468478	P.J. Morgan (Earth-616)	\/P.J._Morgan_(Earth-616)	Public Identity	Good Characters			Male Characters		Living Characters	1	Jan-42	1942	-67.0367718509705	-16.121916796089437
481784	Paw (Earth-616)	\/Paw_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Deceased Characters	1	Sep-42	1942	-122.57192609881758	88.73378653488965
468613	Peter Drew (Earth-616)	\/Peter_Drew_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Feb-42	1942	-121.84693422169067	-45.08473490462854
481781	Peter Higorovitch (Earth-616)	\/Peter_Higorovitch_(Earth-616)	Secret Identity	Bad Characters		Black Hair			Living Characters	1	Sep-42	1942	106.57992760544022	-40.59379654805078
468348	Peter Vermeer (Earth-616)	\/Peter_Vermeer_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	1	Jan-42	1942	150.98280810683178	-52.757598134504725
468065	Phantom of the Bell Tower (Earth-616)	\/Phantom_of_the_Bell_Tower_(Earth-616)	Secret Identity	Neutral Characters		Bald	Male Characters		Living Characters	1	Jan-42	1942	-117.1611	32.7157
472531	Prince of Good (Earth-616)	\/Prince_of_Good_(Earth-616)	Secret Identity	Good Characters		Brown Hair	Male Characters		Living Characters	1	May-42	1942	110.52244559784475	-44.801679701265385
484167	Princess Pam (Earth-616)	\/Princess_Pam_(Earth-616)	Secret Identity	Good Characters		Blond Hair	Female Characters		Living Characters	1	Dec-42	1942	-59.7055329361027	-30.673232749427015
482815	Professor Holz (Earth-616)	\/Professor_Holz_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Nov-42	1942	-117.1611	32.7157
473326	Professor Rhinestone (Earth-616)	\/Professor_Rhinestone_(Earth-616)	Secret Identity			Black Hair	Male Characters		Deceased Characters	1	May-42	1942	92.12510060129341	-9.308630372354585
480259	Professor Torture (Earth-616)	\/Professor_Torture_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Aug-42	1942	93.36533895746174	66.48765351478534
481329	Red Skeleton (Writer) (Earth-616)	\/Red_Skeleton_(Writer)_(Earth-616)	Public Identity	Good Characters		Red Hair	Male Characters		Living Characters	1	Aug-42	1942	114.62759626499661	60.82113964260492
469037	Reginald Carter (Earth-616)	\/Reginald_Carter_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Mar-42	1942	-43.06905572381751	-15.337533086877755
471062	Reisel (Earth-616)	\/Reisel_(Earth-616)	Public Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	Apr-42	1942	-143.19047909227464	-20.780919252389367
482438	Rindingo Jones (Earth-616)	\/Rindingo_Jones_(Earth-616)	No Dual Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Sep-42	1942	87.3133745794463	-65.0673053913097
484162	Robert Deptford (Earth-616)	\/Robert_Deptford_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Dec-42	1942	130.16559599421686	-77.76759308290553
471279	Rod Elliot (Earth-616)	\/Rod_Elliot_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	May-42	1942	-119.14240666384458	-4.017165789666635
468731	Rolf Reibel (Earth-616)	\/Rolf_Reibel_(Earth-616)	Public Identity	Bad Characters			Male Characters		Deceased Characters	1	Feb-42	1942	-151.28042661253488	-40.33000478675695
468800	Rozzo (Earth-616)	\/Rozzo_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Mar-42	1942	-17.32730999129612	-5.471179224364235
473775	Rudolf Parsons (Earth-616)	\/Rudolf_Parsons_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	May-42	1942	-114.16347186358487	-48.207040562302964
477535	Sandai (Earth-616)	\/Sandai_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jun-42	1942	51.54323878104097	-13.398390890847637
480253	Satan (Nowhere) (Earth-616)	\/Satan_(Nowhere)_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Aug-42	1942	165.0171107566232	-76.4841584185366
469046	Senior Revuelta (Earth-616)	\/Senior_Revuelta_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Mar-42	1942	5.448503952152379	4.752903712400283
477313	Slug Gundy (Earth-616)	\/Slug_Gundy_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Jun-42	1942	177.91215611372735	-2.7443037664637586
482797	Spawn of the Witch Queen (Earth-616)	\/Spawn_of_the_Witch_Queen_(Earth-616)	Secret Identity	Bad Characters		White Hair	Male Characters		Deceased Characters	1	Nov-42	1942	-117.1611	32.7157
481337	Stanley Dee (Earth-616)	\/Stanley_Dee_(Earth-616)	No Dual Identity	Good Characters		White Hair	Male Characters		Living Characters	1	Aug-42	1942	-106.29577074709619	-7.464552810477954
481460	Stone Man (Nazi Creation) (Earth-616)	\/Stone_Man_(Nazi_Creation)_(Earth-616)	Secret Identity	Bad Characters		Purple Hair			Living Characters	1	Sep-42	1942	53.80710504400599	-17.730769760733054
483343	Stumpy (Earth-616)	\/Stumpy_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Nov-42	1942	-117.1611	32.7157
480257	Temptation (Nowhere) (Earth-616)	\/Temptation_(Nowhere)_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Aug-42	1942	74.05096778170463	88.47080179641708
482510	The Owl (WWII) (Earth-616)	\/The_Owl_(WWII)_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	1	Sep-42	1942	179.06321819747734	54.858637516671166
478367	Titus Locke (Earth-616)	\/Titus_Locke_(Earth-616)	Public Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	1	Jul-42	1942	-117.1611	32.7157
335193	Tom Danger (Earth-616)	\/Tom_Danger_(Earth-616)	Secret Identity	Good Characters		Blond Hair	Male Characters		Living Characters	1	Mar-42	1942	-117.1611	32.7157
468464	Tom Powers (Earth-616)	\/Tom_Powers_(Earth-616)	Public Identity	Good Characters			Male Characters		Living Characters	1	Jan-42	1942	90.95382640151769	-16.26311473711965
481344	Tony Conville (Earth-616)	\/Tony_Conville_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Aug-42	1942	-178.03004841917874	-29.58656048378586
472505	Vic Duval (Earth-616)	\/Vic_Duval_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	May-42	1942	-17.069835777875255	76.69154158341823
482358	Von Belch (Earth-616)	\/Von_Belch_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Sep-42	1942	-86.52898863189102	86.69503163571812
478588	Von Brukk (Earth-616)	\/Von_Brukk_(Earth-616)	No Dual Identity	Bad Characters		White Hair	Male Characters		Deceased Characters	1	Jul-42	1942	-123.81499808772608	5.345102721096154
482364	Von Gotch (Earth-616)	\/Von_Gotch_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Sep-42	1942	165.99840843203305	-77.11547624694728
476694	Von Grubb (Earth-616)	\/Von_Grubb_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jun-42	1942	-73.72030703336759	-27.96066455819711
469309	Von Maus (Earth-616)	\/Von_Maus_(Earth-616)	Public Identity	Bad Characters		Bald	Male Characters		Living Characters	1	Mar-42	1942	1.5739592836410736	46.76170427279456
478590	Von Ratter (Earth-616)	\/Von_Ratter_(Earth-616)	Public Identity	Bad Characters		Bald	Male Characters		Living Characters	1	Jul-42	1942	-79.69583481830256	27.79900731907439
468060	Voodini (Earth-616)	\/Voodini_(Earth-616)	Public Identity	Neutral Characters		White Hair	Male Characters		Deceased Characters	1	Jan-42	1942	137.02855330185662	4.066336998172403
481348	W.C. Tuttle (Earth-616)	\/W.C._Tuttle_(Earth-616)	Secret Identity	Bad Characters		White Hair	Male Characters		Living Characters	1	Aug-42	1942	-166.9328317175348	-48.65732424914651
482013	Wade Huston (Earth-616)	\/Wade_Huston_(Earth-616)	Public Identity	Good Characters		Blond Hair	Male Characters		Living Characters	1	Sep-42	1942	133.41454325361133	-57.61507376578677
335180	Wally Danger (Earth-616)	\/Wally_Danger_(Earth-616)		Good Characters		Blond Hair	Male Characters		Living Characters	1	Mar-42	1942	-117.1611	32.7157
480249	Werjil (Earth-616)	\/Werjil_(Earth-616)	Secret Identity	Neutral Characters		Brown Hair			Living Characters	1	Aug-42	1942	115.9456756996974	-42.56475065505752
466576	Wilhelm von Logor (Earth-616)	\/Wilhelm_von_Logor_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jan-42	1942	-50.1900939202427	-34.14484841480208
480251	Will Power (Nowhere) (Earth-616)	\/Will_Power_(Nowhere)_(Earth-616)	Secret Identity	Good Characters	Gold Eyes	Gold Hair	Male Characters		Living Characters	1	Aug-42	1942	5.830332377103872	-19.752786196569474
480092	William Everett (Earth-616)	\/William_Everett_(Earth-616)	No Dual Identity	Good Characters		Brown Hair	Male Characters		Deceased Characters	1	Aug-42	1942	66.60829724352419	-8.354688345683002
471183	Yo Lanar (Earth-616)	\/Yo_Lanar_(Earth-616)	No Dual Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Mar-42	1942	175.2354672171245	-69.76393171800115
483451	Zar (Nowhere) (Earth-616)	\/Zar_(Nowhere)_(Earth-616)	No Dual Identity	Bad Characters		White Hair	Male Characters		Living Characters	1	Dec-42	1942	37.39491124366742	8.581155428128625
485921	A.J. Raffles (Earth-616)	\/A.J._Raffles_(Earth-616)		Good Characters		Blond Hair	Male Characters		Living Characters	1	Mar-43	1943	-22.833438981185196	-15.046127579941697
487765	Able Doone (Earth-616)	\/Able_Doone_(Earth-616)	No Dual Identity	Bad Characters		Blond Hair	Male Characters		Living Characters	1	Jun-43	1943	107.89732897245455	39.480444772867855
485319	Admiral von Roeder (Earth-616)	\/Admiral_von_Roeder_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Mar-43	1943	-49.39496197680518	70.58035564283719
491618	Ali Baba (Earth-616)	\/Ali_Baba_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Nov-43	1943	-17.30670012677686	-3.527016112861631
492458	Baron Togi (Earth-616)	\/Baron_Togi_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Dec-43	1943	-2.3960426506629915	43.78531794408232
487668	Baron von Hartmann (Earth-616)	\/Baron_von_Hartmann_(Earth-616)	No Dual Identity	Bad Characters		Bald	Male Characters		Living Characters	1	Jun-43	1943	-119.79407432008446	62.100592196033034
487377	Baron von Widemouth (Earth-616)	\/Baron_von_Widemouth_(Earth-616)	No Dual Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	Jun-43	1943	34.45619351878503	38.304325345677285
754196	Bashon (Earth-616)	\/Bashon_(Earth-616)	No Dual Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jun-43	1943	139.40464502090606	-11.336607843636628
484141	Beak (Nazi) (Earth-616)	\/Beak_(Nazi)_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	1	Jan-43	1943	134.46857965095342	-62.9591434966096
491709	Black Mamba (Butler) (Earth-616)	\/Black_Mamba_(Butler)_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Deceased Characters	1	Nov-43	1943	38.503228843127886	-6.422410640308584
490166	Bloody Baron (Earth-616)	\/Bloody_Baron_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Sep-43	1943	70.77719461091127	-60.74550140663674
486127	Bull Neck (Earth-616)	\/Bull_Neck_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Mar-43	1943	33.79836133545939	1.146972700445687
487169	Captain Brool (Earth-616)	\/Captain_Brool_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	May-43	1943	114.54983662023653	-46.45455033885144
485324	Captain Kessler (Earth-616)	\/Captain_Kessler_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Mar-43	1943	-150.30839754155141	83.0226565206853
492456	Captain Klutz (Earth-616)	\/Captain_Klutz_(Earth-616)	Secret Identity	Bad Characters		Blond Hair	Male Characters		Deceased Characters	1	Dec-43	1943	-117.1611	32.7157
487381	Captain Krause Storm (Earth-616)	\/Captain_Krause_Storm_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jun-43	1943	117.09466842266568	65.25315323683046
491285	Captain Kraust (Earth-616)	\/Captain_Kraust_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Oct-43	1943	-117.1611	32.7157
486298	Captain Sturm (Earth-616)	\/Captain_Sturm_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Apr-43	1943	-50.67224280588118	-19.23291367328359
486921	Captain Von Sar (Earth-616)	\/Captain_Von_Sar_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	May-43	1943	-21.36182517076668	-46.34581904207734
489354	Carl Wertz (Earth-616)	\/Carl_Wertz_(Earth-616)	Public Identity	Bad Characters		Blond Hair	Male Characters		Living Characters	1	Jul-43	1943	114.55258402925517	-73.23522617593909
492978	Carl Wildmer (Earth-616)	\/Carl_Wildmer_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Dec-43	1943	70.15710505555896	73.52002935283696
484150	Carson Bells (Earth-616)	\/Carson_Bells_(Earth-616)	Public Identity	Good Characters		Black Hair	Male Characters		Living Characters	1	Jan-43	1943	148.39736549320298	-67.2026820993068
491281	Cigam (Earth-616)	\/Cigam_(Earth-616)	Secret Identity	Good Characters		Black Hair	Male Characters		Living Characters	1	Oct-43	1943	149.84707222439278	88.47771619126974
490308	Clamp Casey (Earth-616)	\/Clamp_Casey_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Sep-43	1943	64.5835481855809	-41.15801085360053
489747	Clint Randolph (Earth-616)	\/Clint_Randolph_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jul-43	1943	57.622524459215526	8.983059825717802
487379	Colonel Brusch (Earth-616)	\/Colonel_Brusch_(Earth-616)	Public Identity	Bad Characters		Bald	Male Characters		Deceased Characters	1	Jun-43	1943	113.0025337641398	79.0623834983939
490216	Colonel von Bitters (Earth-616)	\/Colonel_von_Bitters_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Sep-43	1943	-161.42672639239933	-72.41354462488951
502844	Colonel von Getter (Earth-616)	\/Colonel_von_Getter_(Earth-616)	No Dual Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Mar-43	1943	-94.84568732965144	-35.82492086217805
487754	Colosso (Ape) (Earth-616)	\/Colosso_(Ape)_(Earth-616)	Public Identity	Neutral Characters			Male Characters		Living Characters	1	Jun-43	1943	-175.88086945496562	77.60911264417032
491051	Coughing Killer (Earth-616)	\/Coughing_Killer_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Oct-43	1943	-162.68234123531073	78.75077900445285
490373	Count Lust (Earth-616)	\/Count_Lust_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Deceased Characters	1	Sep-43	1943	-117.1611	32.7157
485112	Count Varnis (Earth-616)	\/Count_Varnis_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Mar-43	1943	-88.7620769706537	33.309350851160616
487839	Diego Manero (Earth-616)	\/Diego_Manero_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jun-43	1943	-56.6325399070853	49.765914716613224
490364	Digger (Nowhere) (Earth-616)	\/Digger_(Nowhere)_(Earth-616)	Secret Identity	Good Characters		Grey Hair	Male Characters		Living Characters	1	Sep-43	1943	110.39278428556116	65.37948845383335
484139	Doctor Eternity (Earth-616)	\/Doctor_Eternity_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Jan-43	1943	-118.25048342277371	-18.357944354728247
487752	Doctor Grant (Earth-616)	\/Doctor_Grant_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Jun-43	1943	-169.13561227308986	14.928926517408925
490957	Doctor Suki (II) (Earth-616)	\/Doctor_Suki_(II)_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Sep-43	1943	-172.82998915378676	28.217422020604772
484203	Doris Horton (Earth-616)	\/Doris_Horton_(Earth-616)	No Dual Identity	Good Characters		Brown Hair	Female Characters		Living Characters	1	Jan-43	1943	5.944890931776683	-25.875306260273092
489370	Double-Beard (Earth-616)	\/Double-Beard_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	1	Jul-43	1943	-178.84771511754076	1.654967454527295
485017	Drums Toggins (Earth-616)	\/Drums_Toggins_(Earth-616)		Bad Characters		Blond Hair	Male Characters		Living Characters	1	Feb-43	1943	18.027952376334696	-84.50254293663708
485179	Eel (Nazi) (Earth-616)	\/Eel_(Nazi)_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Deceased Characters	1	Mar-43	1943	-44.57111754095132	-16.861093390208637
486923	Eenie-Meenie (Earth-616)	\/Eenie-Meenie_(Earth-616)	Secret Identity	Good Characters		Grey Hair	Male Characters		Living Characters	1	May-43	1943	133.90030994863673	20.471877972806737
487749	Elinor von Drei (Earth-616)	\/Elinor_von_Drei_(Earth-616)	No Dual Identity	Bad Characters		Blond Hair	Female Characters		Living Characters	1	Jun-43	1943	-63.85723118238096	54.3615253743385
485738	Eraser (Nazi) (Earth-616)	\/Eraser_(Nazi)_(Earth-616)	Secret Identity	Bad Characters		Bald	Male Characters		Living Characters	1	Mar-43	1943	97.13419748054247	49.985700601225005
485174	Eric Ward (Earth-616)	\/Eric_Ward_(Earth-616)	Public Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	1	Mar-43	1943	52.48746936956252	45.78487040513258
485364	Fairy Delight (Earth-616)	\/Fairy_Delight_(Earth-616)	Secret Identity	Good Characters		Blond Hair	Female Characters		Living Characters	1	Mar-43	1943	-76.58262735884286	49.464788415414546
490040	Felix Pavlek (Earth-616)	\/Felix_Pavlek_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Aug-43	1943	23.03801910477273	-37.700643029622306
490959	Felix von Tont (Earth-616)	\/Felix_von_Tont_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	1	Sep-43	1943	-117.1611	32.7157
487178	Ferdinand Jones (Earth-616)	\/Ferdinand_Jones_(Earth-616)	Public Identity	Bad Characters		Blond Hair	Male Characters		Living Characters	1	May-43	1943	101.52218414854815	65.597747671055
491045	Frank Craben (Earth-616)	\/Frank_Craben_(Earth-616)	Public Identity	Bad Characters		Black Hair	Male Characters		Living Characters	1	Sep-43	1943	-27.88948029329495	65.38515889631509
